id_produto|ds_produto|id_subcategoria
384963|Produto - 0000384963|3112
387988|Produto - 0000387988|99
388180|Produto - 0000388180|2184
389222|Produto - 0000389222|99
389874|Produto - 0000389874|145
394324|Produto - 0000394324|3112
415142|Produto - 0000415142|99
416080|Produto - 0000416080|3112
416259|Produto - 0000416259|99
422442|Produto - 0000422442|311
436987|Produto - 0000436987|2889
445855|Produto - 0000445855|1664
451764|Produto - 0000451764|1106
478068|Produto - 0000478068|3531
481598|Produto - 0000481598|1106
495331|Produto - 0000495331|1582
496427|Produto - 0000496427|1582
496774|Produto - 0000496774|1582
503123|Produto - 0000503123|1582
514534|Produto - 0000514534|1582
535428|Produto - 0000535428|1582
546054|Produto - 0000546054|1319
577111|Produto - 0000577111|1162
588017|Produto - 0000588017|1582
600363|Produto - 0000600363|1106
601861|Produto - 0000601861|2450
604278|Produto - 0000604278|1106
611286|Produto - 0000611286|941
612107|Produto - 0000612107|2200
622353|Produto - 0000622353|1085
633397|Produto - 0000633397|1582
648880|Produto - 0000648880|1162
651617|Produto - 0000651617|1582
664563|Produto - 0000664563|1582
668930|Produto - 0000668930|1085
690186|Produto - 0000690186|2140
730656|Produto - 0000730656|1315
734102|Produto - 0000734102|1582
740137|Produto - 0000740137|681
745302|Produto - 0000745302|694
754439|Produto - 0000754439|1582
757778|Produto - 0000757778|1315
763575|Produto - 0000763575|1162
765161|Produto - 0000765161|1650
766001|Produto - 0000766001|1582
773953|Produto - 0000773953|3531
778557|Produto - 0000778557|2889
816473|Produto - 0000816473|562
821299|Produto - 0000821299|1582
835137|Produto - 0000835137|681
842834|Produto - 0000842834|1319
845642|Produto - 0000845642|1582
847151|Produto - 0000847151|1315
860356|Produto - 0000860356|1315
869479|Produto - 0000869479|561
877696|Produto - 0000877696|562
905060|Produto - 0000905060|3531
909925|Produto - 0000909925|1315
912569|Produto - 0000912569|562
925601|Produto - 0000925601|1106
937769|Produto - 0000937769|2450
938772|Produto - 0000938772|681
942553|Produto - 0000942553|1582
951968|Produto - 0000951968|1582
952570|Produto - 0000952570|3531
963114|Produto - 0000963114|1315
980629|Produto - 0000980629|3531
998078|Produto - 0000998078|681
1007419|Produto - 0001007419|1162
1022228|Produto - 0001022228|3531
1045838|Produto - 0001045838|145
1051008|Produto - 0001051008|571
1054119|Produto - 0001054119|1106
1078978|Produto - 0001078978|3129
1079223|Produto - 0001079223|185
1094507|Produto - 0001094507|2887
1107532|Produto - 0001107532|1664
1132219|Produto - 0001132219|1657
1163232|Produto - 0001163232|2200
1176184|Produto - 0001176184|1664
1234362|Produto - 0001234362|1182
1236188|Produto - 0001236188|2989
1239359|Produto - 0001239359|1633
1253973|Produto - 0001253973|1633
1254156|Produto - 0001254156|1315
1279128|Produto - 0001279128|1756
1300696|Produto - 0001300696|681
1302554|Produto - 0001302554|1162
1314147|Produto - 0001314147|2928
1314387|Produto - 0001314387|738
1339750|Produto - 0001339750|1315
1347034|Produto - 0001347034|1210
1352890|Produto - 0001352890|1582
1354205|Produto - 0001354205|1426
1362600|Produto - 0001362600|753
1369258|Produto - 0001369258|3332
1385620|Produto - 0001385620|3129
1394092|Produto - 0001394092|3531
1402203|Produto - 0001402203|561
1423181|Produto - 0001423181|1582
1423853|Produto - 0001423853|1212
1428029|Produto - 0001428029|3531
1435965|Produto - 0001435965|82
1453407|Produto - 0001453407|2887
1455487|Produto - 0001455487|1657
1467586|Produto - 0001467586|2892
1490115|Produto - 0001490115|1582
1503427|Produto - 0001503427|1998
1510368|Produto - 0001510368|3531
1514120|Produto - 0001514120|333
1529669|Produto - 0001529669|1162
1548936|Produto - 0001548936|1582
1551970|Produto - 0001551970|3531
1552817|Produto - 0001552817|1162
1568420|Produto - 0001568420|1162
1570817|Produto - 0001570817|753
1576145|Produto - 0001576145|1106
1576320|Produto - 0001576320|1049
1577842|Produto - 0001577842|3129
1578821|Produto - 0001578821|1582
1598081|Produto - 0001598081|1106
1603722|Produto - 0001603722|2887
1623473|Produto - 0001623473|1582
1647914|Produto - 0001647914|1633
1651271|Produto - 0001651271|3531
1654673|Produto - 0001654673|1319
1659732|Produto - 0001659732|1162
1662486|Produto - 0001662486|2892
1663783|Produto - 0001663783|1582
1705682|Produto - 0001705682|1162
1710199|Produto - 0001710199|1106
1712453|Produto - 0001712453|3129
1716287|Produto - 0001716287|753
1720413|Produto - 0001720413|1162
1725549|Produto - 0001725549|1162
1733442|Produto - 0001733442|1106
1740739|Produto - 0001740739|1319
1749864|Produto - 0001749864|1657
1774655|Produto - 0001774655|1106
1781538|Produto - 0001781538|2887
1781744|Produto - 0001781744|3129
1783747|Produto - 0001783747|2200
1804165|Produto - 0001804165|1040
1828460|Produto - 0001828460|641
1857505|Produto - 0001857505|2892
1868231|Produto - 0001868231|8
1881252|Produto - 0001881252|1106
1881428|Produto - 0001881428|1633
1883528|Produto - 0001883528|1182
1885566|Produto - 0001885566|3531
1887178|Produto - 0001887178|1315
1887531|Produto - 0001887531|3531
1889315|Produto - 0001889315|1664
1900602|Produto - 0001900602|3129
1908283|Produto - 0001908283|1162
1922155|Produto - 0001922155|1106
1922612|Produto - 0001922612|1106
1941384|Produto - 0001941384|1582
1955263|Produto - 0001955263|2450
1957709|Produto - 0001957709|1880
1986228|Produto - 0001986228|1040
1988413|Produto - 0001988413|145
1988907|Produto - 0001988907|1582
2006066|Produto - 0002006066|1367
2014683|Produto - 0002014683|3129
2039749|Produto - 0002039749|562
2041701|Produto - 0002041701|3531
2047244|Produto - 0002047244|2200
2074505|Produto - 0002074505|2887
2075264|Produto - 0002075264|2887
2085992|Produto - 0002085992|1106
2087395|Produto - 0002087395|1582
2087882|Produto - 0002087882|1582
2096047|Produto - 0002096047|694
2096570|Produto - 0002096570|1212
2099070|Produto - 0002099070|1315
2102587|Produto - 0002102587|3531
2104325|Produto - 0002104325|2841
2117440|Produto - 0002117440|2903
2117957|Produto - 0002117957|2892
2133497|Produto - 0002133497|1582
2137555|Produto - 0002137555|2900
2166647|Produto - 0002166647|1582
2169651|Produto - 0002169651|1106
2172618|Produto - 0002172618|1657
2179756|Produto - 0002179756|1582
2180434|Produto - 0002180434|3129
2188293|Produto - 0002188293|562
2188342|Produto - 0002188342|1106
2192738|Produto - 0002192738|1582
2193709|Produto - 0002193709|1582
2197454|Produto - 0002197454|753
2198695|Produto - 0002198695|3129
2200859|Produto - 0002200859|753
2201085|Produto - 0002201085|3531
2201379|Produto - 0002201379|1582
2216507|Produto - 0002216507|2450
2235873|Produto - 0002235873|3531
2273169|Produto - 0002273169|1582
2283002|Produto - 0002283002|1048
2288242|Produto - 0002288242|2450
2289370|Produto - 0002289370|1106
2300887|Produto - 0002300887|562
2304737|Produto - 0002304737|1582
2310528|Produto - 0002310528|1333
2313280|Produto - 0002313280|1106
2313528|Produto - 0002313528|1415
2314050|Produto - 0002314050|3152
2316939|Produto - 0002316939|1085
2317297|Produto - 0002317297|1162
2322794|Produto - 0002322794|633
2336844|Produto - 0002336844|1106
2351799|Produto - 0002351799|1633
2356985|Produto - 0002356985|2850
2361061|Produto - 0002361061|653
2379446|Produto - 0002379446|1582
2382907|Produto - 0002382907|1582
2392310|Produto - 0002392310|753
2405371|Produto - 0002405371|1106
2449542|Produto - 0002449542|411
2450246|Produto - 0002450246|2887
2466976|Produto - 0002466976|1162
2479712|Produto - 0002479712|562
2507062|Produto - 0002507062|2140
2515238|Produto - 0002515238|3531
2524814|Produto - 0002524814|1582
2535375|Produto - 0002535375|1085
2541364|Produto - 0002541364|1319
2541654|Produto - 0002541654|1299
2548588|Produto - 0002548588|1961
2551019|Produto - 0002551019|1582
2557610|Produto - 0002557610|1554
2563152|Produto - 0002563152|1085
2569521|Produto - 0002569521|1507
2572605|Produto - 0002572605|2286
2572631|Produto - 0002572631|1582
2575737|Produto - 0002575737|3531
2604841|Produto - 0002604841|2889
2621617|Produto - 0002621617|1210
2644375|Produto - 0002644375|1106
2679922|Produto - 0002679922|1106
2693041|Produto - 0002693041|1289
2701660|Produto - 0002701660|1106
2735751|Produto - 0002735751|1085
2736752|Produto - 0002736752|1106
2748583|Produto - 0002748583|2887
2748665|Produto - 0002748665|2850
2775223|Produto - 0002775223|1197
2793076|Produto - 0002793076|681
2797564|Produto - 0002797564|1289
2806364|Produto - 0002806364|1582
2811203|Produto - 0002811203|681
2833379|Produto - 0002833379|1582
2847774|Produto - 0002847774|2973
2851509|Produto - 0002851509|3129
2864258|Produto - 0002864258|2887
2864616|Produto - 0002864616|1212
2865308|Produto - 0002865308|587
2876562|Produto - 0002876562|3129
2879959|Produto - 0002879959|1315
2892000|Produto - 0002892000|2078
2892701|Produto - 0002892701|3112
2894715|Produto - 0002894715|1155
2903553|Produto - 0002903553|3235
2904861|Produto - 0002904861|753
2908915|Produto - 0002908915|1210
2912951|Produto - 0002912951|1106
2913771|Produto - 0002913771|3531
2916830|Produto - 0002916830|3531
2925027|Produto - 0002925027|2889
2938896|Produto - 0002938896|1106
2961148|Produto - 0002961148|1210
2973765|Produto - 0002973765|3235
2976045|Produto - 0002976045|1315
2981646|Produto - 0002981646|1315
2996891|Produto - 0002996891|1582
2997278|Produto - 0002997278|2892
2999534|Produto - 0002999534|1582
2999879|Produto - 0002999879|1315
3013547|Produto - 0003013547|1633
3020213|Produto - 0003020213|1582
3047461|Produto - 0003047461|1582
3052435|Produto - 0003052435|1299
3055688|Produto - 0003055688|1582
3058179|Produto - 0003058179|2887
3065294|Produto - 0003065294|1049
3068758|Produto - 0003068758|1633
3091329|Produto - 0003091329|1162
3092582|Produto - 0003092582|1182
3094737|Produto - 0003094737|1315
3123320|Produto - 0003123320|1162
3123386|Produto - 0003123386|3157
3136652|Produto - 0003136652|3531
3154368|Produto - 0003154368|1315
3154873|Produto - 0003154873|505
3155110|Produto - 0003155110|1880
3155737|Produto - 0003155737|1106
3161828|Produto - 0003161828|1106
3165768|Produto - 0003165768|3129
3175003|Produto - 0003175003|3531
3175675|Produto - 0003175675|753
3180715|Produto - 0003180715|1584
3193357|Produto - 0003193357|1664
3195272|Produto - 0003195272|1040
3206589|Produto - 0003206589|2889
3209345|Produto - 0003209345|1162
3214159|Produto - 0003214159|1582
3219961|Produto - 0003219961|1162
3255180|Produto - 0003255180|3472
3257216|Produto - 0003257216|3129
3261936|Produto - 0003261936|1633
3281132|Produto - 0003281132|3531
3288633|Produto - 0003288633|1657
3295153|Produto - 0003295153|1212
3298823|Produto - 0003298823|561
3307466|Produto - 0003307466|1315
3344372|Produto - 0003344372|681
3345161|Produto - 0003345161|3531
3353515|Produto - 0003353515|1106
3353759|Produto - 0003353759|681
3367396|Produto - 0003367396|3214
3376457|Produto - 0003376457|1106
3380713|Produto - 0003380713|1106
3380953|Produto - 0003380953|1106
3392805|Produto - 0003392805|1289
3415823|Produto - 0003415823|3531
3420056|Produto - 0003420056|1162
3436064|Produto - 0003436064|1982
3437945|Produto - 0003437945|2372
3444465|Produto - 0003444465|3129
3459818|Produto - 0003459818|1049
3476945|Produto - 0003476945|2315
3480998|Produto - 0003480998|3129
3482108|Produto - 0003482108|1162
3487420|Produto - 0003487420|562
3490880|Produto - 0003490880|1106
3493098|Produto - 0003493098|1582
3502671|Produto - 0003502671|1582
3528651|Produto - 0003528651|1582
3530955|Produto - 0003530955|1289
3592623|Produto - 0003592623|1315
3610966|Produto - 0003610966|880
3613621|Produto - 0003613621|2892
3617027|Produto - 0003617027|1315
3633407|Produto - 0003633407|1633
3641917|Produto - 0003641917|641
3642012|Produto - 0003642012|169
3646833|Produto - 0003646833|1106
3656074|Produto - 0003656074|1085
3656541|Produto - 0003656541|3531
3667887|Produto - 0003667887|1055
3671772|Produto - 0003671772|1106
3672353|Produto - 0003672353|1582
3678876|Produto - 0003678876|1880
3685828|Produto - 0003685828|1315
3692132|Produto - 0003692132|1315
3693522|Produto - 0003693522|1162
3696201|Produto - 0003696201|1106
3716741|Produto - 0003716741|1106
3722451|Produto - 0003722451|327
3748287|Produto - 0003748287|1582
3753619|Produto - 0003753619|1162
3754545|Produto - 0003754545|1106
3756944|Produto - 0003756944|2889
3773919|Produto - 0003773919|1633
3774336|Produto - 0003774336|681
3818924|Produto - 0003818924|1085
3819665|Produto - 0003819665|1582
3829181|Produto - 0003829181|1582
3832559|Produto - 0003832559|1319
3839169|Produto - 0003839169|1106
3844088|Produto - 0003844088|1162
3860900|Produto - 0003860900|1315
3863713|Produto - 0003863713|3472
3869193|Produto - 0003869193|505
3891308|Produto - 0003891308|2887
3893389|Produto - 0003893389|694
3895430|Produto - 0003895430|1367
3908572|Produto - 0003908572|1106
3909073|Produto - 0003909073|2887
3918218|Produto - 0003918218|1582
3919052|Produto - 0003919052|1584
3948767|Produto - 0003948767|145
3968599|Produto - 0003968599|99
3970120|Produto - 0003970120|1315
3980283|Produto - 0003980283|1582
3989935|Produto - 0003989935|1633
4030131|Produto - 0004030131|3383
4045774|Produto - 0004045774|1582
4059139|Produto - 0004059139|1582
4063157|Produto - 0004063157|2200
4071745|Produto - 0004071745|2889
4080178|Produto - 0004080178|1106
4090311|Produto - 0004090311|3172
4104192|Produto - 0004104192|1266
4113969|Produto - 0004113969|1048
4118626|Produto - 0004118626|1106
4121875|Produto - 0004121875|1315
4124673|Produto - 0004124673|1582
4129712|Produto - 0004129712|3152
4134461|Produto - 0004134461|1880
4136861|Produto - 0004136861|1582
4155403|Produto - 0004155403|619
4156919|Produto - 0004156919|1582
4169902|Produto - 0004169902|1657
4172014|Produto - 0004172014|1162
4181949|Produto - 0004181949|3129
4183260|Produto - 0004183260|1582
4199111|Produto - 0004199111|1106
4216601|Produto - 0004216601|700
4219620|Produto - 0004219620|2887
4220563|Produto - 0004220563|1315
4228575|Produto - 0004228575|1582
4247555|Produto - 0004247555|1085
4251652|Produto - 0004251652|1657
4279385|Produto - 0004279385|961
4283638|Produto - 0004283638|3214
4309496|Produto - 0004309496|1582
4321798|Produto - 0004321798|3129
4322906|Produto - 0004322906|1582
4327680|Produto - 0004327680|3531
4333181|Produto - 0004333181|3129
4340369|Produto - 0004340369|1210
4345214|Produto - 0004345214|1289
4349864|Produto - 0004349864|1319
4352065|Produto - 0004352065|3129
4367810|Produto - 0004367810|3531
4380287|Produto - 0004380287|1106
4404695|Produto - 0004404695|1315
4418914|Produto - 0004418914|1582
4424051|Produto - 0004424051|3472
4428507|Produto - 0004428507|880
4428635|Produto - 0004428635|1582
4430049|Produto - 0004430049|1319
4455561|Produto - 0004455561|1106
4465431|Produto - 0004465431|2973
4479147|Produto - 0004479147|1582
4508609|Produto - 0004508609|1315
4523337|Produto - 0004523337|3531
4534111|Produto - 0004534111|1085
4540890|Produto - 0004540890|1582
4558986|Produto - 0004558986|3531
4561994|Produto - 0004561994|1582
4566340|Produto - 0004566340|1210
4566780|Produto - 0004566780|3472
4573474|Produto - 0004573474|1106
4585935|Produto - 0004585935|2887
4589016|Produto - 0004589016|438
4605895|Produto - 0004605895|1315
4622935|Produto - 0004622935|1319
4631061|Produto - 0004631061|1106
4660894|Produto - 0004660894|2889
4662515|Produto - 0004662515|1106
4663317|Produto - 0004663317|3531
4671907|Produto - 0004671907|169
4673633|Produto - 0004673633|2887
4680436|Produto - 0004680436|8
4685277|Produto - 0004685277|1582
4704636|Produto - 0004704636|2887
4708484|Produto - 0004708484|2887
4713269|Produto - 0004713269|1162
4722226|Produto - 0004722226|1319
4727457|Produto - 0004727457|1319
4736543|Produto - 0004736543|1162
4740321|Produto - 0004740321|1582
4754285|Produto - 0004754285|1633
4766659|Produto - 0004766659|1106
4767473|Produto - 0004767473|1582
4770694|Produto - 0004770694|885
4787983|Produto - 0004787983|1162
4821720|Produto - 0004821720|2887
4822486|Produto - 0004822486|169
4830090|Produto - 0004830090|2892
4834400|Produto - 0004834400|1162
4840372|Produto - 0004840372|1582
4847915|Produto - 0004847915|753
4867475|Produto - 0004867475|2046
4868723|Produto - 0004868723|1582
4873738|Produto - 0004873738|1856
4881974|Produto - 0004881974|880
4888637|Produto - 0004888637|1106
4898593|Produto - 0004898593|3129
4903239|Produto - 0004903239|1289
4911968|Produto - 0004911968|2887
4916176|Produto - 0004916176|1162
4929364|Produto - 0004929364|1582
4944641|Produto - 0004944641|1582
4947979|Produto - 0004947979|3129
4959995|Produto - 0004959995|3531
4969782|Produto - 0004969782|1106
5003026|Produto - 0005003026|1162
5006246|Produto - 0005006246|1582
5024554|Produto - 0005024554|3129
5033194|Produto - 0005033194|1582
5034632|Produto - 0005034632|1582
5038303|Produto - 0005038303|1582
5044953|Produto - 0005044953|1049
5047958|Produto - 0005047958|1633
6289|Produto - 0000006289|3112
32224|Produto - 0000032224|1149
58214|Produto - 0000058214|961
87105|Produto - 0000087105|3152
213756|Produto - 0000213756|333
214783|Produto - 0000214783|2365
220078|Produto - 0000220078|3112
232509|Produto - 0000232509|1677
260218|Produto - 0000260218|145
263072|Produto - 0000263072|1420
280873|Produto - 0000280873|1796
330964|Produto - 0000330964|2286
334326|Produto - 0000334326|950
337305|Produto - 0000337305|1815
343085|Produto - 0000343085|632
344018|Produto - 0000344018|2286
351938|Produto - 0000351938|1420
382161|Produto - 0000382161|311
387057|Produto - 0000387057|3112
391535|Produto - 0000391535|145
394043|Produto - 0000394043|2365
395173|Produto - 0000395173|2365
410130|Produto - 0000410130|3112
410581|Produto - 0000410581|3112
414920|Produto - 0000414920|185
418279|Produto - 0000418279|3112
436499|Produto - 0000436499|1582
446369|Produto - 0000446369|1241
458517|Produto - 0000458517|2887
462561|Produto - 0000462561|1315
462808|Produto - 0000462808|1315
482042|Produto - 0000482042|1633
520164|Produto - 0000520164|2892
521515|Produto - 0000521515|1315
524478|Produto - 0000524478|2853
544370|Produto - 0000544370|1315
555903|Produto - 0000555903|1162
556632|Produto - 0000556632|1212
561638|Produto - 0000561638|1582
565581|Produto - 0000565581|151
570043|Produto - 0000570043|1582
597967|Produto - 0000597967|2200
620229|Produto - 0000620229|1106
635137|Produto - 0000635137|1623
674930|Produto - 0000674930|641
688874|Produto - 0000688874|1106
693840|Produto - 0000693840|1048
695231|Produto - 0000695231|1582
697778|Produto - 0000697778|1315
698458|Produto - 0000698458|3129
703821|Produto - 0000703821|1633
725361|Produto - 0000725361|1106
725636|Produto - 0000725636|687
745649|Produto - 0000745649|1582
749394|Produto - 0000749394|1315
750519|Produto - 0000750519|2892
764639|Produto - 0000764639|3129
785005|Produto - 0000785005|3531
786556|Produto - 0000786556|1536
796865|Produto - 0000796865|1315
797332|Produto - 0000797332|1315
805170|Produto - 0000805170|681
821829|Produto - 0000821829|753
822775|Produto - 0000822775|1582
826277|Produto - 0000826277|1162
829709|Produto - 0000829709|630
842713|Produto - 0000842713|3531
855298|Produto - 0000855298|1040
877660|Produto - 0000877660|3129
878144|Produto - 0000878144|1106
878690|Produto - 0000878690|1664
879480|Produto - 0000879480|1880
899484|Produto - 0000899484|562
906476|Produto - 0000906476|3531
914497|Produto - 0000914497|1582
916139|Produto - 0000916139|567
923466|Produto - 0000923466|1315
931786|Produto - 0000931786|1048
935014|Produto - 0000935014|1582
945444|Produto - 0000945444|1582
958992|Produto - 0000958992|1582
972167|Produto - 0000972167|562
981642|Produto - 0000981642|1582
982322|Produto - 0000982322|145
993085|Produto - 0000993085|3531
994170|Produto - 0000994170|1049
997594|Produto - 0000997594|2436
1004142|Produto - 0001004142|1315
1004623|Produto - 0001004623|1582
1007669|Produto - 0001007669|1210
1017716|Produto - 0001017716|1210
1020140|Produto - 0001020140|882
1026794|Produto - 0001026794|1582
1048065|Produto - 0001048065|2889
1075746|Produto - 0001075746|1582
1076626|Produto - 0001076626|1085
1083816|Produto - 0001083816|1299
1086643|Produto - 0001086643|3531
1090473|Produto - 0001090473|1633
1092654|Produto - 0001092654|3129
1093689|Produto - 0001093689|3531
1101439|Produto - 0001101439|1582
1103428|Produto - 0001103428|3531
1116603|Produto - 0001116603|1367
1117137|Produto - 0001117137|1155
1123342|Produto - 0001123342|1085
1130966|Produto - 0001130966|1582
1132735|Produto - 0001132735|1476
1134558|Produto - 0001134558|3129
1137913|Produto - 0001137913|3531
1138632|Produto - 0001138632|681
1140103|Produto - 0001140103|562
1149770|Produto - 0001149770|2988
1163266|Produto - 0001163266|1289
1179678|Produto - 0001179678|1582
1192809|Produto - 0001192809|1582
1206569|Produto - 0001206569|1582
1218146|Produto - 0001218146|743
1222559|Produto - 0001222559|1582
1226979|Produto - 0001226979|1040
1227899|Produto - 0001227899|8
1248061|Produto - 0001248061|169
1251713|Produto - 0001251713|1210
1269279|Produto - 0001269279|1633
1269958|Produto - 0001269958|2889
1270288|Produto - 0001270288|1049
1270742|Produto - 0001270742|1182
1278916|Produto - 0001278916|391
1281891|Produto - 0001281891|1497
1285305|Produto - 0001285305|1664
1305340|Produto - 0001305340|2887
1307286|Produto - 0001307286|1106
1348725|Produto - 0001348725|2200
1352383|Produto - 0001352383|2200
1356162|Produto - 0001356162|3531
1357309|Produto - 0001357309|333
1375406|Produto - 0001375406|2450
1380257|Produto - 0001380257|95
1390096|Produto - 0001390096|681
1399851|Produto - 0001399851|3531
1418233|Produto - 0001418233|745
1422576|Produto - 0001422576|3531
1437434|Produto - 0001437434|1582
1443241|Produto - 0001443241|1106
1510677|Produto - 0001510677|1880
1525878|Produto - 0001525878|1633
1526083|Produto - 0001526083|1582
1528988|Produto - 0001528988|2887
1538926|Produto - 0001538926|1162
1544338|Produto - 0001544338|2887
1555274|Produto - 0001555274|1315
1605010|Produto - 0001605010|734
1611348|Produto - 0001611348|3531
1615974|Produto - 0001615974|2959
1618476|Produto - 0001618476|1315
1644621|Produto - 0001644621|1582
1655688|Produto - 0001655688|1106
1668186|Produto - 0001668186|1870
1669030|Produto - 0001669030|1162
1673663|Produto - 0001673663|1263
1677245|Produto - 0001677245|1582
1686812|Produto - 0001686812|1040
1696582|Produto - 0001696582|3531
1696730|Produto - 0001696730|1085
1697397|Produto - 0001697397|1162
1705471|Produto - 0001705471|1106
1715696|Produto - 0001715696|1582
1718321|Produto - 0001718321|1582
1738251|Produto - 0001738251|1582
1738434|Produto - 0001738434|1085
1740791|Produto - 0001740791|561
1746251|Produto - 0001746251|1582
1759010|Produto - 0001759010|885
1762572|Produto - 0001762572|1633
1770298|Produto - 0001770298|1633
1782122|Produto - 0001782122|2982
1783559|Produto - 0001783559|1162
1785570|Produto - 0001785570|1040
1804237|Produto - 0001804237|1315
1805336|Produto - 0001805336|1664
1822738|Produto - 0001822738|1582
1828580|Produto - 0001828580|1106
1838054|Produto - 0001838054|3531
1865534|Produto - 0001865534|1633
1865932|Produto - 0001865932|3531
1868119|Produto - 0001868119|934
1873466|Produto - 0001873466|1315
1875468|Produto - 0001875468|1879
1876912|Produto - 0001876912|1582
1912778|Produto - 0001912778|1582
1919098|Produto - 0001919098|1582
1923309|Produto - 0001923309|681
1950354|Produto - 0001950354|1162
1958826|Produto - 0001958826|1315
1965002|Produto - 0001965002|1582
1989345|Produto - 0001989345|562
2000960|Produto - 0002000960|753
2026445|Produto - 0002026445|1582
2057782|Produto - 0002057782|2887
2067410|Produto - 0002067410|1664
2068668|Produto - 0002068668|1664
2070551|Produto - 0002070551|3129
2099343|Produto - 0002099343|1582
2116590|Produto - 0002116590|1212
2117199|Produto - 0002117199|1162
2128069|Produto - 0002128069|169
2141706|Produto - 0002141706|1319
2161764|Produto - 0002161764|1106
2168608|Produto - 0002168608|2200
2193044|Produto - 0002193044|1582
2209832|Produto - 0002209832|1582
2216915|Produto - 0002216915|185
2240126|Produto - 0002240126|1106
2241518|Produto - 0002241518|681
2248063|Produto - 0002248063|3112
2252276|Produto - 0002252276|1582
2260218|Produto - 0002260218|1182
2299043|Produto - 0002299043|1106
2299936|Produto - 0002299936|1633
2309868|Produto - 0002309868|1106
2314213|Produto - 0002314213|2842
2318441|Produto - 0002318441|1582
2333572|Produto - 0002333572|2974
2338707|Produto - 0002338707|1289
2346372|Produto - 0002346372|3531
2347493|Produto - 0002347493|1582
2350185|Produto - 0002350185|753
2351396|Produto - 0002351396|1085
2351617|Produto - 0002351617|1315
2353283|Produto - 0002353283|3531
2358334|Produto - 0002358334|753
2361436|Produto - 0002361436|3531
2366822|Produto - 0002366822|1582
2367721|Produto - 0002367721|1106
2372637|Produto - 0002372637|1582
2379783|Produto - 0002379783|1582
2399451|Produto - 0002399451|505
2435984|Produto - 0002435984|1106
2451858|Produto - 0002451858|1182
2453932|Produto - 0002453932|2887
2455451|Produto - 0002455451|1162
2475895|Produto - 0002475895|641
2497889|Produto - 0002497889|3531
2530245|Produto - 0002530245|880
2549186|Produto - 0002549186|1880
2563734|Produto - 0002563734|1106
2564264|Produto - 0002564264|3531
2566289|Produto - 0002566289|1162
2573622|Produto - 0002573622|1197
2593003|Produto - 0002593003|1315
2599328|Produto - 0002599328|2200
2628016|Produto - 0002628016|1633
2636833|Produto - 0002636833|3531
2641063|Produto - 0002641063|1582
2651133|Produto - 0002651133|945
2651661|Produto - 0002651661|3531
2656140|Produto - 0002656140|3129
2676382|Produto - 0002676382|3531
2690296|Produto - 0002690296|3531
2698696|Produto - 0002698696|1106
2723799|Produto - 0002723799|3112
2726877|Produto - 0002726877|630
2761042|Produto - 0002761042|3531
2767551|Produto - 0002767551|653
2769529|Produto - 0002769529|593
2776610|Produto - 0002776610|1106
2794943|Produto - 0002794943|1657
2799048|Produto - 0002799048|1507
2804461|Produto - 0002804461|1315
2817476|Produto - 0002817476|1182
2835744|Produto - 0002835744|3531
2847961|Produto - 0002847961|3129
2912441|Produto - 0002912441|1162
2915662|Produto - 0002915662|1582
2918524|Produto - 0002918524|3531
2921023|Produto - 0002921023|3383
2927578|Produto - 0002927578|1106
2928941|Produto - 0002928941|753
2941195|Produto - 0002941195|1657
2958709|Produto - 0002958709|3531
2982238|Produto - 0002982238|1582
2987560|Produto - 0002987560|1880
2991352|Produto - 0002991352|1664
3000887|Produto - 0003000887|1085
3021068|Produto - 0003021068|3531
3033424|Produto - 0003033424|2887
3038421|Produto - 0003038421|3112
3049134|Produto - 0003049134|2450
3062717|Produto - 0003062717|1582
3086944|Produto - 0003086944|1582
3087116|Produto - 0003087116|1162
3092792|Produto - 0003092792|681
3093078|Produto - 0003093078|1367
3108539|Produto - 0003108539|1299
3119545|Produto - 0003119545|196
3126645|Produto - 0003126645|1582
3143934|Produto - 0003143934|3531
3168968|Produto - 0003168968|3531
3176925|Produto - 0003176925|1582
3190397|Produto - 0003190397|2450
3197885|Produto - 0003197885|169
3209689|Produto - 0003209689|562
3226761|Produto - 0003226761|3531
3240649|Produto - 0003240649|505
3246619|Produto - 0003246619|1582
3249719|Produto - 0003249719|2892
3249833|Produto - 0003249833|1162
3256249|Produto - 0003256249|2887
3262274|Produto - 0003262274|1085
3270364|Produto - 0003270364|3129
3289390|Produto - 0003289390|1106
3292805|Produto - 0003292805|681
3333101|Produto - 0003333101|1582
3342398|Produto - 0003342398|3214
3349387|Produto - 0003349387|1315
3355453|Produto - 0003355453|3531
3361418|Produto - 0003361418|1582
3364064|Produto - 0003364064|3383
3372507|Produto - 0003372507|1657
3375852|Produto - 0003375852|62
3386424|Produto - 0003386424|562
3435777|Produto - 0003435777|1319
3440780|Produto - 0003440780|1880
3449432|Produto - 0003449432|1210
3449723|Produto - 0003449723|1582
3454244|Produto - 0003454244|1162
3467656|Produto - 0003467656|694
3487165|Produto - 0003487165|1657
3499586|Produto - 0003499586|1582
3503972|Produto - 0003503972|1810
3508638|Produto - 0003508638|1141
3534678|Produto - 0003534678|3472
3541852|Produto - 0003541852|2887
3542647|Produto - 0003542647|3531
3563628|Produto - 0003563628|3531
3588258|Produto - 0003588258|1582
3589240|Produto - 0003589240|1162
3590646|Produto - 0003590646|1048
3602431|Produto - 0003602431|619
3608858|Produto - 0003608858|3531
3624840|Produto - 0003624840|1162
