id_subcategoria|ds_subcategoria|id_categoria
2798|Sub-categoria - 02798|9
2799|Sub-categoria - 02799|9
2800|Sub-categoria - 02800|9
2802|Sub-categoria - 02802|9
2803|Sub-categoria - 02803|9
2837|Sub-categoria - 02837|9
2838|Sub-categoria - 02838|9
2843|Sub-categoria - 02843|9
2849|Sub-categoria - 02849|9
2939|Sub-categoria - 02939|9
3022|Sub-categoria - 03022|9
3115|Sub-categoria - 03115|9
3170|Sub-categoria - 03170|9
3238|Sub-categoria - 03238|9
3239|Sub-categoria - 03239|9
3240|Sub-categoria - 03240|9
3243|Sub-categoria - 03243|9
3246|Sub-categoria - 03246|9
3247|Sub-categoria - 03247|9
3249|Sub-categoria - 03249|9
3260|Sub-categoria - 03260|9
3299|Sub-categoria - 03299|9
3321|Sub-categoria - 03321|9
3324|Sub-categoria - 03324|9
3401|Sub-categoria - 03401|9
3475|Sub-categoria - 03475|9
3480|Sub-categoria - 03480|9
3541|Sub-categoria - 03541|9
3548|Sub-categoria - 03548|9
3549|Sub-categoria - 03549|9
3555|Sub-categoria - 03555|9
3556|Sub-categoria - 03556|9
48|Sub-categoria - 00048|10
62|Sub-categoria - 00062|10
200|Sub-categoria - 00200|10
238|Sub-categoria - 00238|10
272|Sub-categoria - 00272|10
327|Sub-categoria - 00327|10
417|Sub-categoria - 00417|10
947|Sub-categoria - 00947|10
963|Sub-categoria - 00963|10
1013|Sub-categoria - 01013|10
1054|Sub-categoria - 01054|10
1147|Sub-categoria - 01147|10
1237|Sub-categoria - 01237|10
1238|Sub-categoria - 01238|10
1266|Sub-categoria - 01266|10
1331|Sub-categoria - 01331|10
1347|Sub-categoria - 01347|10
1348|Sub-categoria - 01348|10
1349|Sub-categoria - 01349|10
1352|Sub-categoria - 01352|10
1353|Sub-categoria - 01353|10
1365|Sub-categoria - 01365|10
1374|Sub-categoria - 01374|10
1405|Sub-categoria - 01405|10
1409|Sub-categoria - 01409|10
1464|Sub-categoria - 01464|10
1477|Sub-categoria - 01477|10
1493|Sub-categoria - 01493|10
1520|Sub-categoria - 01520|10
1602|Sub-categoria - 01602|10
1603|Sub-categoria - 01603|10
1605|Sub-categoria - 01605|10
1607|Sub-categoria - 01607|10
1609|Sub-categoria - 01609|10
1613|Sub-categoria - 01613|10
1614|Sub-categoria - 01614|10
1630|Sub-categoria - 01630|10
1635|Sub-categoria - 01635|10
1636|Sub-categoria - 01636|10
1641|Sub-categoria - 01641|10
1822|Sub-categoria - 01822|10
1828|Sub-categoria - 01828|10
1830|Sub-categoria - 01830|10
1833|Sub-categoria - 01833|10
2426|Sub-categoria - 02426|10
2447|Sub-categoria - 02447|10
2451|Sub-categoria - 02451|10
3116|Sub-categoria - 03116|10
3392|Sub-categoria - 03392|10
3551|Sub-categoria - 03551|10
3554|Sub-categoria - 03554|10
3563|Sub-categoria - 03563|10
812|Sub-categoria - 00812|11
878|Sub-categoria - 00878|11
1006|Sub-categoria - 01006|11
1010|Sub-categoria - 01010|11
1020|Sub-categoria - 01020|11
1022|Sub-categoria - 01022|11
1026|Sub-categoria - 01026|11
1027|Sub-categoria - 01027|11
1028|Sub-categoria - 01028|11
1030|Sub-categoria - 01030|11
1201|Sub-categoria - 01201|11
1427|Sub-categoria - 01427|11
1445|Sub-categoria - 01445|11
37|Sub-categoria - 00037|12
69|Sub-categoria - 00069|12
79|Sub-categoria - 00079|12
115|Sub-categoria - 00115|12
143|Sub-categoria - 00143|12
179|Sub-categoria - 00179|12
229|Sub-categoria - 00229|12
302|Sub-categoria - 00302|12
303|Sub-categoria - 00303|12
321|Sub-categoria - 00321|12
324|Sub-categoria - 00324|12
326|Sub-categoria - 00326|12
411|Sub-categoria - 00411|12
420|Sub-categoria - 00420|12
460|Sub-categoria - 00460|12
513|Sub-categoria - 00513|12
568|Sub-categoria - 00568|12
633|Sub-categoria - 00633|12
761|Sub-categoria - 00761|12
764|Sub-categoria - 00764|12
767|Sub-categoria - 00767|12
861|Sub-categoria - 00861|12
864|Sub-categoria - 00864|12
868|Sub-categoria - 00868|12
869|Sub-categoria - 00869|12
872|Sub-categoria - 00872|12
948|Sub-categoria - 00948|12
956|Sub-categoria - 00956|12
1037|Sub-categoria - 01037|12
1076|Sub-categoria - 01076|12
1118|Sub-categoria - 01118|12
1139|Sub-categoria - 01139|12
1153|Sub-categoria - 01153|12
1239|Sub-categoria - 01239|12
1250|Sub-categoria - 01250|12
1311|Sub-categoria - 01311|12
1339|Sub-categoria - 01339|12
1378|Sub-categoria - 01378|12
1460|Sub-categoria - 01460|12
1470|Sub-categoria - 01470|12
1474|Sub-categoria - 01474|12
1482|Sub-categoria - 01482|12
1651|Sub-categoria - 01651|12
1655|Sub-categoria - 01655|12
1706|Sub-categoria - 01706|12
1724|Sub-categoria - 01724|12
1794|Sub-categoria - 01794|12
1800|Sub-categoria - 01800|12
1905|Sub-categoria - 01905|12
1936|Sub-categoria - 01936|12
1950|Sub-categoria - 01950|12
1952|Sub-categoria - 01952|12
1984|Sub-categoria - 01984|12
1988|Sub-categoria - 01988|12
2014|Sub-categoria - 02014|12
2016|Sub-categoria - 02016|12
2168|Sub-categoria - 02168|12
2276|Sub-categoria - 02276|12
2292|Sub-categoria - 02292|12
2314|Sub-categoria - 02314|12
2317|Sub-categoria - 02317|12
2403|Sub-categoria - 02403|12
2404|Sub-categoria - 02404|12
2414|Sub-categoria - 02414|12
2857|Sub-categoria - 02857|12
2859|Sub-categoria - 02859|12
2862|Sub-categoria - 02862|12
2863|Sub-categoria - 02863|12
2904|Sub-categoria - 02904|12
2913|Sub-categoria - 02913|12
2919|Sub-categoria - 02919|12
3061|Sub-categoria - 03061|12
3089|Sub-categoria - 03089|12
3092|Sub-categoria - 03092|12
3117|Sub-categoria - 03117|12
3217|Sub-categoria - 03217|12
3318|Sub-categoria - 03318|12
3319|Sub-categoria - 03319|12
3353|Sub-categoria - 03353|12
3461|Sub-categoria - 03461|12
3561|Sub-categoria - 03561|12
1521|Sub-categoria - 01521|13
18|Sub-categoria - 00018|14
135|Sub-categoria - 00135|14
227|Sub-categoria - 00227|14
376|Sub-categoria - 00376|14
387|Sub-categoria - 00387|14
389|Sub-categoria - 00389|14
464|Sub-categoria - 00464|14
672|Sub-categoria - 00672|14
1025|Sub-categoria - 01025|14
1033|Sub-categoria - 01033|14
1183|Sub-categoria - 01183|14
1671|Sub-categoria - 01671|14
1678|Sub-categoria - 01678|14
1701|Sub-categoria - 01701|14
1803|Sub-categoria - 01803|14
1817|Sub-categoria - 01817|14
1863|Sub-categoria - 01863|14
1890|Sub-categoria - 01890|14
1934|Sub-categoria - 01934|14
1989|Sub-categoria - 01989|14
2012|Sub-categoria - 02012|14
2013|Sub-categoria - 02013|14
2120|Sub-categoria - 02120|14
2180|Sub-categoria - 02180|14
2182|Sub-categoria - 02182|14
2249|Sub-categoria - 02249|14
2260|Sub-categoria - 02260|14
2351|Sub-categoria - 02351|14
2493|Sub-categoria - 02493|14
2608|Sub-categoria - 02608|14
2891|Sub-categoria - 02891|14
2999|Sub-categoria - 02999|14
3070|Sub-categoria - 03070|14
3073|Sub-categoria - 03073|14
3085|Sub-categoria - 03085|14
3198|Sub-categoria - 03198|14
3203|Sub-categoria - 03203|14
3256|Sub-categoria - 03256|14
3283|Sub-categoria - 03283|14
3305|Sub-categoria - 03305|14
3308|Sub-categoria - 03308|14
3310|Sub-categoria - 03310|14
3337|Sub-categoria - 03337|14
3356|Sub-categoria - 03356|14
3360|Sub-categoria - 03360|14
3361|Sub-categoria - 03361|14
3364|Sub-categoria - 03364|14
3366|Sub-categoria - 03366|14
3407|Sub-categoria - 03407|14
3411|Sub-categoria - 03411|14
3592|Sub-categoria - 03592|14
3595|Sub-categoria - 03595|14
50|Sub-categoria - 00050|15
60|Sub-categoria - 00060|15
174|Sub-categoria - 00174|15
407|Sub-categoria - 00407|15
440|Sub-categoria - 00440|15
452|Sub-categoria - 00452|15
991|Sub-categoria - 00991|15
998|Sub-categoria - 00998|15
1000|Sub-categoria - 01000|15
1014|Sub-categoria - 01014|15
1231|Sub-categoria - 01231|15
1253|Sub-categoria - 01253|15
1574|Sub-categoria - 01574|15
1616|Sub-categoria - 01616|15
1665|Sub-categoria - 01665|15
1674|Sub-categoria - 01674|15
1789|Sub-categoria - 01789|15
1790|Sub-categoria - 01790|15
1793|Sub-categoria - 01793|15
1795|Sub-categoria - 01795|15
1798|Sub-categoria - 01798|15
1799|Sub-categoria - 01799|15
1949|Sub-categoria - 01949|15
2156|Sub-categoria - 02156|15
2158|Sub-categoria - 02158|15
2159|Sub-categoria - 02159|15
2186|Sub-categoria - 02186|15
2295|Sub-categoria - 02295|15
2328|Sub-categoria - 02328|15
2433|Sub-categoria - 02433|15
2912|Sub-categoria - 02912|15
2948|Sub-categoria - 02948|15
2989|Sub-categoria - 02989|15
2990|Sub-categoria - 02990|15
2994|Sub-categoria - 02994|15
3376|Sub-categoria - 03376|15
3457|Sub-categoria - 03457|15
3603|Sub-categoria - 03603|15
66|Sub-categoria - 00066|16
68|Sub-categoria - 00068|16
91|Sub-categoria - 00091|16
119|Sub-categoria - 00119|16
322|Sub-categoria - 00322|16
629|Sub-categoria - 00629|16
1039|Sub-categoria - 01039|16
1146|Sub-categoria - 01146|16
1209|Sub-categoria - 01209|16
1305|Sub-categoria - 01305|16
1306|Sub-categoria - 01306|16
1307|Sub-categoria - 01307|16
1308|Sub-categoria - 01308|16
1309|Sub-categoria - 01309|16
1417|Sub-categoria - 01417|16
1420|Sub-categoria - 01420|16
1450|Sub-categoria - 01450|16
1486|Sub-categoria - 01486|16
1557|Sub-categoria - 01557|16
1604|Sub-categoria - 01604|16
1660|Sub-categoria - 01660|16
1849|Sub-categoria - 01849|16
2092|Sub-categoria - 02092|16
2093|Sub-categoria - 02093|16
2094|Sub-categoria - 02094|16
2095|Sub-categoria - 02095|16
2096|Sub-categoria - 02096|16
2129|Sub-categoria - 02129|16
2161|Sub-categoria - 02161|16
2165|Sub-categoria - 02165|16
2166|Sub-categoria - 02166|16
2194|Sub-categoria - 02194|16
2287|Sub-categoria - 02287|16
2293|Sub-categoria - 02293|16
2495|Sub-categoria - 02495|16
2507|Sub-categoria - 02507|16
2519|Sub-categoria - 02519|16
2528|Sub-categoria - 02528|16
2777|Sub-categoria - 02777|16
2851|Sub-categoria - 02851|16
2873|Sub-categoria - 02873|16
2932|Sub-categoria - 02932|16
3118|Sub-categoria - 03118|16
3169|Sub-categoria - 03169|16
3185|Sub-categoria - 03185|16
3384|Sub-categoria - 03384|16
3397|Sub-categoria - 03397|16
3398|Sub-categoria - 03398|16
3462|Sub-categoria - 03462|16
3517|Sub-categoria - 03517|16
34|Sub-categoria - 00034|17
42|Sub-categoria - 00042|17
55|Sub-categoria - 00055|17
88|Sub-categoria - 00088|17
130|Sub-categoria - 00130|17
313|Sub-categoria - 00313|17
325|Sub-categoria - 00325|17
347|Sub-categoria - 00347|17
412|Sub-categoria - 00412|17
495|Sub-categoria - 00495|17
507|Sub-categoria - 00507|17
512|Sub-categoria - 00512|17
520|Sub-categoria - 00520|17
532|Sub-categoria - 00532|17
542|Sub-categoria - 00542|17
717|Sub-categoria - 00717|17
775|Sub-categoria - 00775|17
923|Sub-categoria - 00923|17
931|Sub-categoria - 00931|17
954|Sub-categoria - 00954|17
1011|Sub-categoria - 01011|17
1115|Sub-categoria - 01115|17
1135|Sub-categoria - 01135|17
1151|Sub-categoria - 01151|17
1214|Sub-categoria - 01214|17
1492|Sub-categoria - 01492|17
1512|Sub-categoria - 01512|17
1675|Sub-categoria - 01675|17
1748|Sub-categoria - 01748|17
1840|Sub-categoria - 01840|17
1843|Sub-categoria - 01843|17
1859|Sub-categoria - 01859|17
1861|Sub-categoria - 01861|17
1868|Sub-categoria - 01868|17
1869|Sub-categoria - 01869|17
1871|Sub-categoria - 01871|17
1875|Sub-categoria - 01875|17
1876|Sub-categoria - 01876|17
1889|Sub-categoria - 01889|17
1925|Sub-categoria - 01925|17
1930|Sub-categoria - 01930|17
1939|Sub-categoria - 01939|17
1942|Sub-categoria - 01942|17
1946|Sub-categoria - 01946|17
2024|Sub-categoria - 02024|17
2037|Sub-categoria - 02037|17
2058|Sub-categoria - 02058|17
2068|Sub-categoria - 02068|17
2072|Sub-categoria - 02072|17
2079|Sub-categoria - 02079|17
2085|Sub-categoria - 02085|17
2088|Sub-categoria - 02088|17
2187|Sub-categoria - 02187|17
2297|Sub-categoria - 02297|17
2732|Sub-categoria - 02732|17
2758|Sub-categoria - 02758|17
2775|Sub-categoria - 02775|17
2839|Sub-categoria - 02839|17
2846|Sub-categoria - 02846|17
2927|Sub-categoria - 02927|17
2940|Sub-categoria - 02940|17
2947|Sub-categoria - 02947|17
2951|Sub-categoria - 02951|17
2966|Sub-categoria - 02966|17
3002|Sub-categoria - 03002|17
3119|Sub-categoria - 03119|17
3157|Sub-categoria - 03157|17
3313|Sub-categoria - 03313|17
3328|Sub-categoria - 03328|17
3449|Sub-categoria - 03449|17
3467|Sub-categoria - 03467|17
3557|Sub-categoria - 03557|17
3594|Sub-categoria - 03594|17
33|Sub-categoria - 00033|18
36|Sub-categoria - 00036|18
39|Sub-categoria - 00039|18
51|Sub-categoria - 00051|18
58|Sub-categoria - 00058|18
71|Sub-categoria - 00071|18
147|Sub-categoria - 00147|18
168|Sub-categoria - 00168|18
169|Sub-categoria - 00169|18
178|Sub-categoria - 00178|18
184|Sub-categoria - 00184|18
201|Sub-categoria - 00201|18
279|Sub-categoria - 00279|18
280|Sub-categoria - 00280|18
288|Sub-categoria - 00288|18
291|Sub-categoria - 00291|18
305|Sub-categoria - 00305|18
308|Sub-categoria - 00308|18
328|Sub-categoria - 00328|18
341|Sub-categoria - 00341|18
343|Sub-categoria - 00343|18
345|Sub-categoria - 00345|18
361|Sub-categoria - 00361|18
395|Sub-categoria - 00395|18
400|Sub-categoria - 00400|18
419|Sub-categoria - 00419|18
426|Sub-categoria - 00426|18
479|Sub-categoria - 00479|18
488|Sub-categoria - 00488|18
500|Sub-categoria - 00500|18
515|Sub-categoria - 00515|18
524|Sub-categoria - 00524|18
528|Sub-categoria - 00528|18
561|Sub-categoria - 00561|18
567|Sub-categoria - 00567|18
578|Sub-categoria - 00578|18
580|Sub-categoria - 00580|18
581|Sub-categoria - 00581|18
584|Sub-categoria - 00584|18
588|Sub-categoria - 00588|18
593|Sub-categoria - 00593|18
600|Sub-categoria - 00600|18
603|Sub-categoria - 00603|18
606|Sub-categoria - 00606|18
607|Sub-categoria - 00607|18
610|Sub-categoria - 00610|18
612|Sub-categoria - 00612|18
625|Sub-categoria - 00625|18
641|Sub-categoria - 00641|18
645|Sub-categoria - 00645|18
649|Sub-categoria - 00649|18
650|Sub-categoria - 00650|18
651|Sub-categoria - 00651|18
655|Sub-categoria - 00655|18
667|Sub-categoria - 00667|18
671|Sub-categoria - 00671|18
677|Sub-categoria - 00677|18
687|Sub-categoria - 00687|18
694|Sub-categoria - 00694|18
695|Sub-categoria - 00695|18
697|Sub-categoria - 00697|18
699|Sub-categoria - 00699|18
700|Sub-categoria - 00700|18
704|Sub-categoria - 00704|18
708|Sub-categoria - 00708|18
709|Sub-categoria - 00709|18
710|Sub-categoria - 00710|18
728|Sub-categoria - 00728|18
742|Sub-categoria - 00742|18
743|Sub-categoria - 00743|18
752|Sub-categoria - 00752|18
760|Sub-categoria - 00760|18
772|Sub-categoria - 00772|18
778|Sub-categoria - 00778|18
785|Sub-categoria - 00785|18
802|Sub-categoria - 00802|18
870|Sub-categoria - 00870|18
874|Sub-categoria - 00874|18
880|Sub-categoria - 00880|18
884|Sub-categoria - 00884|18
896|Sub-categoria - 00896|18
904|Sub-categoria - 00904|18
906|Sub-categoria - 00906|18
934|Sub-categoria - 00934|18
950|Sub-categoria - 00950|18
957|Sub-categoria - 00957|18
997|Sub-categoria - 00997|18
999|Sub-categoria - 00999|18
1001|Sub-categoria - 01001|18
1005|Sub-categoria - 01005|18
1018|Sub-categoria - 01018|18
1029|Sub-categoria - 01029|18
1042|Sub-categoria - 01042|18
1045|Sub-categoria - 01045|18
1060|Sub-categoria - 01060|18
1062|Sub-categoria - 01062|18
1065|Sub-categoria - 01065|18
1075|Sub-categoria - 01075|18
1079|Sub-categoria - 01079|18
1081|Sub-categoria - 01081|18
1088|Sub-categoria - 01088|18
1091|Sub-categoria - 01091|18
1092|Sub-categoria - 01092|18
1094|Sub-categoria - 01094|18
1096|Sub-categoria - 01096|18
1113|Sub-categoria - 01113|18
1116|Sub-categoria - 01116|18
1120|Sub-categoria - 01120|18
1134|Sub-categoria - 01134|18
1150|Sub-categoria - 01150|18
1162|Sub-categoria - 01162|18
1168|Sub-categoria - 01168|18
1169|Sub-categoria - 01169|18
1172|Sub-categoria - 01172|18
1186|Sub-categoria - 01186|18
1212|Sub-categoria - 01212|18
1233|Sub-categoria - 01233|18
1252|Sub-categoria - 01252|18
1257|Sub-categoria - 01257|18
1276|Sub-categoria - 01276|18
1286|Sub-categoria - 01286|18
1301|Sub-categoria - 01301|18
1319|Sub-categoria - 01319|18
1345|Sub-categoria - 01345|18
1354|Sub-categoria - 01354|18
1355|Sub-categoria - 01355|18
1356|Sub-categoria - 01356|18
1380|Sub-categoria - 01380|18
1397|Sub-categoria - 01397|18
1402|Sub-categoria - 01402|18
1426|Sub-categoria - 01426|18
1432|Sub-categoria - 01432|18
1435|Sub-categoria - 01435|18
1458|Sub-categoria - 01458|18
1489|Sub-categoria - 01489|18
1499|Sub-categoria - 01499|18
1502|Sub-categoria - 01502|18
1510|Sub-categoria - 01510|18
1514|Sub-categoria - 01514|18
1522|Sub-categoria - 01522|18
1531|Sub-categoria - 01531|18
1537|Sub-categoria - 01537|18
1556|Sub-categoria - 01556|18
1595|Sub-categoria - 01595|18
1601|Sub-categoria - 01601|18
1610|Sub-categoria - 01610|18
1612|Sub-categoria - 01612|18
1615|Sub-categoria - 01615|18
1622|Sub-categoria - 01622|18
1657|Sub-categoria - 01657|18
1683|Sub-categoria - 01683|18
1693|Sub-categoria - 01693|18
1694|Sub-categoria - 01694|18
1796|Sub-categoria - 01796|18
1804|Sub-categoria - 01804|18
1806|Sub-categoria - 01806|18
1809|Sub-categoria - 01809|18
1815|Sub-categoria - 01815|18
1831|Sub-categoria - 01831|18
1842|Sub-categoria - 01842|18
1845|Sub-categoria - 01845|18
1846|Sub-categoria - 01846|18
1847|Sub-categoria - 01847|18
1848|Sub-categoria - 01848|18
1850|Sub-categoria - 01850|18
1851|Sub-categoria - 01851|18
1852|Sub-categoria - 01852|18
1853|Sub-categoria - 01853|18
1854|Sub-categoria - 01854|18
1855|Sub-categoria - 01855|18
1856|Sub-categoria - 01856|18
1857|Sub-categoria - 01857|18
1858|Sub-categoria - 01858|18
1860|Sub-categoria - 01860|18
1865|Sub-categoria - 01865|18
1866|Sub-categoria - 01866|18
1867|Sub-categoria - 01867|18
1870|Sub-categoria - 01870|18
1873|Sub-categoria - 01873|18
1878|Sub-categoria - 01878|18
1880|Sub-categoria - 01880|18
1881|Sub-categoria - 01881|18
1882|Sub-categoria - 01882|18
1883|Sub-categoria - 01883|18
1884|Sub-categoria - 01884|18
1885|Sub-categoria - 01885|18
1886|Sub-categoria - 01886|18
1887|Sub-categoria - 01887|18
1888|Sub-categoria - 01888|18
1892|Sub-categoria - 01892|18
1893|Sub-categoria - 01893|18
1894|Sub-categoria - 01894|18
1896|Sub-categoria - 01896|18
1899|Sub-categoria - 01899|18
1900|Sub-categoria - 01900|18
1906|Sub-categoria - 01906|18
1908|Sub-categoria - 01908|18
1914|Sub-categoria - 01914|18
1923|Sub-categoria - 01923|18
1928|Sub-categoria - 01928|18
1967|Sub-categoria - 01967|18
1999|Sub-categoria - 01999|18
2155|Sub-categoria - 02155|18
2197|Sub-categoria - 02197|18
2200|Sub-categoria - 02200|18
2205|Sub-categoria - 02205|18
2242|Sub-categoria - 02242|18
2304|Sub-categoria - 02304|18
2350|Sub-categoria - 02350|18
2411|Sub-categoria - 02411|18
2424|Sub-categoria - 02424|18
2425|Sub-categoria - 02425|18
2434|Sub-categoria - 02434|18
2444|Sub-categoria - 02444|18
2450|Sub-categoria - 02450|18
2461|Sub-categoria - 02461|18
2468|Sub-categoria - 02468|18
2488|Sub-categoria - 02488|18
2490|Sub-categoria - 02490|18
2502|Sub-categoria - 02502|18
2505|Sub-categoria - 02505|18
2788|Sub-categoria - 02788|18
2791|Sub-categoria - 02791|18
2797|Sub-categoria - 02797|18
2804|Sub-categoria - 02804|18
2813|Sub-categoria - 02813|18
2845|Sub-categoria - 02845|18
2852|Sub-categoria - 02852|18
2855|Sub-categoria - 02855|18
2856|Sub-categoria - 02856|18
2880|Sub-categoria - 02880|18
2895|Sub-categoria - 02895|18
2918|Sub-categoria - 02918|18
2921|Sub-categoria - 02921|18
2928|Sub-categoria - 02928|18
2945|Sub-categoria - 02945|18
2946|Sub-categoria - 02946|18
2949|Sub-categoria - 02949|18
2950|Sub-categoria - 02950|18
2962|Sub-categoria - 02962|18
2969|Sub-categoria - 02969|18
2973|Sub-categoria - 02973|18
2993|Sub-categoria - 02993|18
3001|Sub-categoria - 03001|18
3006|Sub-categoria - 03006|18
3071|Sub-categoria - 03071|18
3093|Sub-categoria - 03093|18
3103|Sub-categoria - 03103|18
3120|Sub-categoria - 03120|18
3146|Sub-categoria - 03146|18
3147|Sub-categoria - 03147|18
3156|Sub-categoria - 03156|18
3171|Sub-categoria - 03171|18
3194|Sub-categoria - 03194|18
3220|Sub-categoria - 03220|18
3303|Sub-categoria - 03303|18
3307|Sub-categoria - 03307|18
3320|Sub-categoria - 03320|18
3327|Sub-categoria - 03327|18
3330|Sub-categoria - 03330|18
3333|Sub-categoria - 03333|18
3338|Sub-categoria - 03338|18
3345|Sub-categoria - 03345|18
3346|Sub-categoria - 03346|18
3347|Sub-categoria - 03347|18
3348|Sub-categoria - 03348|18
3349|Sub-categoria - 03349|18
3369|Sub-categoria - 03369|18
3370|Sub-categoria - 03370|18
3375|Sub-categoria - 03375|18
3388|Sub-categoria - 03388|18
3403|Sub-categoria - 03403|18
3419|Sub-categoria - 03419|18
3420|Sub-categoria - 03420|18
3424|Sub-categoria - 03424|18
3425|Sub-categoria - 03425|18
3426|Sub-categoria - 03426|18
3427|Sub-categoria - 03427|18
3447|Sub-categoria - 03447|18
3450|Sub-categoria - 03450|18
3452|Sub-categoria - 03452|18
3458|Sub-categoria - 03458|18
3460|Sub-categoria - 03460|18
3465|Sub-categoria - 03465|18
3470|Sub-categoria - 03470|18
3472|Sub-categoria - 03472|18
3482|Sub-categoria - 03482|18
3522|Sub-categoria - 03522|18
3525|Sub-categoria - 03525|18
3531|Sub-categoria - 03531|18
3533|Sub-categoria - 03533|18
3535|Sub-categoria - 03535|18
3537|Sub-categoria - 03537|18
3545|Sub-categoria - 03545|18
3552|Sub-categoria - 03552|18
3553|Sub-categoria - 03553|18
3588|Sub-categoria - 03588|18
3589|Sub-categoria - 03589|18
3596|Sub-categoria - 03596|18
259|Sub-categoria - 00259|19
289|Sub-categoria - 00289|19
318|Sub-categoria - 00318|19
323|Sub-categoria - 00323|19
424|Sub-categoria - 00424|19
433|Sub-categoria - 00433|19
853|Sub-categoria - 00853|19
959|Sub-categoria - 00959|19
1023|Sub-categoria - 01023|19
1228|Sub-categoria - 01228|19
1384|Sub-categoria - 01384|19
1475|Sub-categoria - 01475|19
1562|Sub-categoria - 01562|19
1618|Sub-categoria - 01618|19
1644|Sub-categoria - 01644|19
1780|Sub-categoria - 01780|19
1785|Sub-categoria - 01785|19
1787|Sub-categoria - 01787|19
1788|Sub-categoria - 01788|19
1797|Sub-categoria - 01797|19
1801|Sub-categoria - 01801|19
1874|Sub-categoria - 01874|19
1907|Sub-categoria - 01907|19
3121|Sub-categoria - 03121|19
3250|Sub-categoria - 03250|19
3496|Sub-categoria - 03496|19
3508|Sub-categoria - 03508|19
3544|Sub-categoria - 03544|19
3566|Sub-categoria - 03566|19
3567|Sub-categoria - 03567|19
3568|Sub-categoria - 03568|19
2137|Sub-categoria - 02137|20
2139|Sub-categoria - 02139|20
2142|Sub-categoria - 02142|20
2143|Sub-categoria - 02143|20
2144|Sub-categoria - 02144|20
2145|Sub-categoria - 02145|20
2146|Sub-categoria - 02146|20
2147|Sub-categoria - 02147|20
2148|Sub-categoria - 02148|20
3014|Sub-categoria - 03014|20
3016|Sub-categoria - 03016|20
3017|Sub-categoria - 03017|20
3021|Sub-categoria - 03021|20
3024|Sub-categoria - 03024|20
3025|Sub-categoria - 03025|20
3026|Sub-categoria - 03026|20
3028|Sub-categoria - 03028|20
3029|Sub-categoria - 03029|20
3030|Sub-categoria - 03030|20
3034|Sub-categoria - 03034|20
3038|Sub-categoria - 03038|20
3042|Sub-categoria - 03042|20
3043|Sub-categoria - 03043|20
3045|Sub-categoria - 03045|20
3122|Sub-categoria - 03122|20
3|Sub-categoria - 00003|21
14|Sub-categoria - 00014|21
23|Sub-categoria - 00023|21
28|Sub-categoria - 00028|21
96|Sub-categoria - 00096|21
129|Sub-categoria - 00129|21
134|Sub-categoria - 00134|21
137|Sub-categoria - 00137|21
141|Sub-categoria - 00141|21
149|Sub-categoria - 00149|21
153|Sub-categoria - 00153|21
155|Sub-categoria - 00155|21
188|Sub-categoria - 00188|21
190|Sub-categoria - 00190|21
196|Sub-categoria - 00196|21
197|Sub-categoria - 00197|21
203|Sub-categoria - 00203|21
204|Sub-categoria - 00204|21
206|Sub-categoria - 00206|21
207|Sub-categoria - 00207|21
208|Sub-categoria - 00208|21
209|Sub-categoria - 00209|21
210|Sub-categoria - 00210|21
213|Sub-categoria - 00213|21
214|Sub-categoria - 00214|21
226|Sub-categoria - 00226|21
235|Sub-categoria - 00235|21
236|Sub-categoria - 00236|21
241|Sub-categoria - 00241|21
242|Sub-categoria - 00242|21
246|Sub-categoria - 00246|21
249|Sub-categoria - 00249|21
250|Sub-categoria - 00250|21
282|Sub-categoria - 00282|21
314|Sub-categoria - 00314|21
335|Sub-categoria - 00335|21
339|Sub-categoria - 00339|21
368|Sub-categoria - 00368|21
463|Sub-categoria - 00463|21
502|Sub-categoria - 00502|21
594|Sub-categoria - 00594|21
725|Sub-categoria - 00725|21
729|Sub-categoria - 00729|21
769|Sub-categoria - 00769|21
981|Sub-categoria - 00981|21
1002|Sub-categoria - 01002|21
1034|Sub-categoria - 01034|21
1063|Sub-categoria - 01063|21
1067|Sub-categoria - 01067|21
1095|Sub-categoria - 01095|21
1119|Sub-categoria - 01119|21
1148|Sub-categoria - 01148|21
1159|Sub-categoria - 01159|21
1160|Sub-categoria - 01160|21
1194|Sub-categoria - 01194|21
1196|Sub-categoria - 01196|21
1203|Sub-categoria - 01203|21
1205|Sub-categoria - 01205|21
1251|Sub-categoria - 01251|21
1258|Sub-categoria - 01258|21
1411|Sub-categoria - 01411|21
1412|Sub-categoria - 01412|21
1414|Sub-categoria - 01414|21
1455|Sub-categoria - 01455|21
1469|Sub-categoria - 01469|21
1488|Sub-categoria - 01488|21
1506|Sub-categoria - 01506|21
1532|Sub-categoria - 01532|21
1580|Sub-categoria - 01580|21
1662|Sub-categoria - 01662|21
1690|Sub-categoria - 01690|21
1695|Sub-categoria - 01695|21
1729|Sub-categoria - 01729|21
1752|Sub-categoria - 01752|21
1757|Sub-categoria - 01757|21
1760|Sub-categoria - 01760|21
1767|Sub-categoria - 01767|21
1775|Sub-categoria - 01775|21
1792|Sub-categoria - 01792|21
1932|Sub-categoria - 01932|21
1944|Sub-categoria - 01944|21
1954|Sub-categoria - 01954|21
1959|Sub-categoria - 01959|21
1961|Sub-categoria - 01961|21
1993|Sub-categoria - 01993|21
2028|Sub-categoria - 02028|21
2031|Sub-categoria - 02031|21
2035|Sub-categoria - 02035|21
